full_text,text_final,tokens,jumlah_pos_kata,jumlah_neg_kata,sentiment_score,sentiment_label
@MuhammadTuhasan @KPK_RI apa tidak mencium bau busuk di MBG?,apa cium bau busuk,"['apa', 'cium', 'bau', 'busuk']",1,3,-14.0,NEGATIVE
@MariaAlkaff_ Program MBG ini kuat sekali bau anyir KKN-nya. Pengawasan yg lembek standarisasi yg tdk terawasi kualitas gizi yg tidak mencukupi dan kasus2 keracunan yg bikin kita khawatir anak kita konsumsi MBG. Belum lg ada anak pejabat punya 41 dapur MBG &amp; maksa libur tetap dikasih.,kuat sekali bau anyir kkn awas lembek standar awas kualitas cukup kasus keracunan bikin khawatir anak konsumsi anak jabat punya dapur maksa libur tetap kasih,"['kuat', 'sekali', 'bau', 'anyir', 'kkn', 'awas', 'lembek', 'standar', 'awas', 'kualitas', 'cukup', 'kasus', 'keracunan', 'bikin', 'khawatir', 'anak', 'konsumsi', 'anak', 'jabat', 'punya', 'dapur', 'maksa', 'libur', 'tetap', 'kasih']",10,6,13.0,POSITIVE
Sepupu dapet seminggu MBG dapet buah yang besok udah busuk dan telor juga bau yang masih layak dikonsumsi cuma keju slice 6x sama susu doang (1L &amp; 125ml 3x). Roti tawar yang murah juga ga utuh kaya dikurangin gitu. Kacau bgt MBG cok bener-bener lahan basah.,sepupu dapet minggu dapet buah besok busuk telor bau layak konsumsi cuma keju slice sama susu doang ml roti tawar murah utuh kaya rangin gitu kacau bgt cok bener bener lahan basah,"['sepupu', 'dapet', 'minggu', 'dapet', 'buah', 'besok', 'busuk', 'telor', 'bau', 'layak', 'konsumsi', 'cuma', 'keju', 'slice', 'sama', 'susu', 'doang', 'ml', 'roti', 'tawar', 'murah', 'utuh', 'kaya', 'rangin', 'gitu', 'kacau', 'bgt', 'cok', 'bener', 'bener', 'lahan', 'basah']",6,8,-16.0,NEGATIVE
Tahu Bau Wali Murid Keluhkan Menu MBG Yang Diterima SDI AL-Azhar Sukorejo Gandusari. Menu Yang Diterima Siswa Akhirnya Tidak Dimakan dan Dibawa Pulang. #keluhanmbg #sppgtrenggalek #sdialazhar #keluhanmenu #menumbg #trenggalek #bioztv https://t.co/QqsNARRGE7,tahu bau wali murid keluh menu terima sdi al azhar sukorejo gandusari menu terima siswa akhir makan bawa pulang keluhanmbg sppgtrenggalek sdialazhar keluhanmenu menumbg trenggalek bioztv,"['tahu', 'bau', 'wali', 'murid', 'keluh', 'menu', 'terima', 'sdi', 'al', 'azhar', 'sukorejo', 'gandusari', 'menu', 'terima', 'siswa', 'akhir', 'makan', 'bawa', 'pulang', 'keluhanmbg', 'sppgtrenggalek', 'sdialazhar', 'keluhanmenu', 'menumbg', 'trenggalek', 'bioztv']",5,3,6.0,POSITIVE
Heh orang2 pada keracunan aja dan menu makanannya berantakan tidak ada tanda gizinya aja dibilang MBG adalah proyek sukses. Lol. Malah berita ini udh lama tapi gak ada permintaan maaf dari presiden krn bawahan gak jelas. Tolol. Lama2 gue makin pinter ngetik kotor.,heh orang keracunan menu makan beranta tanda gizi bilang proyek sukses lol malah berita lama minta maaf presiden bawah jelas tolol lama gue makin pinter ngetik kotor,"['heh', 'orang', 'keracunan', 'menu', 'makan', 'beranta', 'tanda', 'gizi', 'bilang', 'proyek', 'sukses', 'lol', 'malah', 'berita', 'lama', 'minta', 'maaf', 'presiden', 'bawah', 'jelas', 'tolol', 'lama', 'gue', 'makin', 'pinter', 'ngetik', 'kotor']",6,8,-16.0,NEGATIVE
@RWWReborn Ngga akan terjadi kalo MBG cuma dapur higienis di masing-masing sekolah yang diurus dan diawasi komite sekolah yang didanai extra. Ngga perlu transport dan makanan selalu optimal kesegarannya! Dan tentu lebih hemat anggaran tidak perlu potong sana-sini apalagi potong BNPB!,jadi kalo cuma dapur higienis masing masing sekolah urus awas komite sekolah dana extra perlu transport makan selalu optimal segar lebih hemat anggaran perlu potong sana sini potong bnpb,"['jadi', 'kalo', 'cuma', 'dapur', 'higienis', 'masing', 'masing', 'sekolah', 'urus', 'awas', 'komite', 'sekolah', 'dana', 'extra', 'perlu', 'transport', 'makan', 'selalu', 'optimal', 'segar', 'lebih', 'hemat', 'anggaran', 'perlu', 'potong', 'sana', 'sini', 'potong', 'bnpb']",10,2,30.0,POSITIVE
Penjagaan mutu MBG tidak pernah tidur. Para petugas SPPG bekerja 24 jam memastikan setiap porsi yang dikirim ke sekolah tetap aman higienis dan bergizi. Dari dapur hingga distribusi semuanya diawasi dengan detail demi generasi yang tumbuh lebih kuat. https://t.co/T85XxKIWtr,jaga mutu pernah tidur tugas sppg kerja jam pasti porsi kirim sekolah tetap aman higienis dapur hingga distribusi semua awas detail generasi tumbuh lebih kuat,"['jaga', 'mutu', 'pernah', 'tidur', 'tugas', 'sppg', 'kerja', 'jam', 'pasti', 'porsi', 'kirim', 'sekolah', 'tetap', 'aman', 'higienis', 'dapur', 'hingga', 'distribusi', 'semua', 'awas', 'detail', 'generasi', 'tumbuh', 'lebih', 'kuat']",11,5,24.0,POSITIVE
BGN bakal memangkas insentif bagi dapur MBG yang tidak memenuhi standar pelayanan. Langkah ini diambil untuk menjaga kualitas layanan memastikan penerima manfaat mendapatkan makanan yang layak higienis dan tepat sasaran https://t.co/40uybhmzNs,bgn bakal mangkas insentif dapur penuh standar layan langkah ambil jaga kualitas layan pasti terima manfaat dapat makan layak higienis tepat sasar,"['bgn', 'bakal', 'mangkas', 'insentif', 'dapur', 'penuh', 'standar', 'layan', 'langkah', 'ambil', 'jaga', 'kualitas', 'layan', 'pasti', 'terima', 'manfaat', 'dapat', 'makan', 'layak', 'higienis', 'tepat', 'sasar']",11,3,39.0,POSITIVE
Ternyata bisnis Prabowo d Hasyim Sedang bangkrut. Artinya Mereka butuh uang besar untuk pulihkan bisnis mereka .. Hemm Dari manakah sumber uang itu? Kalau SBY bau Kasus Century Kalau Prabowo..... MBG KOPDES atau 400 T Purbaya proyek. Ada bau tidak sedap tercium nih . https://t.co/IEX7eb7013,nyata bisnis prabowo hasyim sedang bangkrut arti butuh uang besar pulih bisnis hemm mana sumber uang kalau sby bau kasus century kalau prabowo kopdes purbaya proyek bau sedap cium nih,"['nyata', 'bisnis', 'prabowo', 'hasyim', 'sedang', 'bangkrut', 'arti', 'butuh', 'uang', 'besar', 'pulih', 'bisnis', 'hemm', 'mana', 'sumber', 'uang', 'kalau', 'sby', 'bau', 'kasus', 'century', 'kalau', 'prabowo', 'kopdes', 'purbaya', 'proyek', 'bau', 'sedap', 'cium', 'nih']",9,3,20.0,POSITIVE
Anggota Komisi IX DPR RI Irma Suryani menentang wacana serangga masuk dalam menu program Makan Bergizi Gratis (MBG) yang dibagikan kepada anak sekolah. Menurutnya wacana yang diungkap Kepala Badan Gizi Nasional (BGN) itu tidak layak. https://t.co/llAkw4yCex,anggota komisi ix dpr ri irma suryani tentang wacana serangga masuk menu makan bagi anak sekolah turut wacana ungkap kepala badan nasional bgn layak,"['anggota', 'komisi', 'ix', 'dpr', 'ri', 'irma', 'suryani', 'tentang', 'wacana', 'serangga', 'masuk', 'menu', 'makan', 'bagi', 'anak', 'sekolah', 'turut', 'wacana', 'ungkap', 'kepala', 'badan', 'nasional', 'bgn', 'layak']",5,7,-5.0,NEGATIVE
@CNNIndonesia Ada baiknya juga apapun menu makan bergizi gratis ini dicicipi dulu oleh semua pejabat pusat di Jakarta sekalian juga kalau bisa dicicipi anak cucu mereka. Dengan begitu maka para pejabat bisa menilai apakah menu tersebut layak diberikan atau tidak.,baik apa menu makan cicip dulu semua jabat pusat jakarta sekali kalau cicip anak cucu jabat nilai menu sebut layak beri,"['baik', 'apa', 'menu', 'makan', 'cicip', 'dulu', 'semua', 'jabat', 'pusat', 'jakarta', 'sekali', 'kalau', 'cicip', 'anak', 'cucu', 'jabat', 'nilai', 'menu', 'sebut', 'layak', 'beri']",7,5,10.0,POSITIVE
Video berdurasi 11 menit 02 detik tersebut hanya menampilkan cuplikan dari beberapa peristiwa berbeda yang tidak berkaitan. Narator dalam video membacakan ulang berita https://t.co/2NeZIbWNYD Warganet Bongkar Busuknya Eksekusi Makan Bergizi Gratis Menu Tak Layak hingga Anggaran,video durasi menit detik sebut tampil cuplik beberapa peristiwa beda kait narator video baca ulang berita warganet bongkar busuk eksekusi makan menu layak hingga anggaran,"['video', 'durasi', 'menit', 'detik', 'sebut', 'tampil', 'cuplik', 'beberapa', 'peristiwa', 'beda', 'kait', 'narator', 'video', 'baca', 'ulang', 'berita', 'warganet', 'bongkar', 'busuk', 'eksekusi', 'makan', 'menu', 'layak', 'hingga', 'anggaran']",4,7,-15.0,NEGATIVE
@TsamaraDKI bisa dimulai dari kabinet dulu coba kalian makan bergizi tiap hari dgn menu yg sama tentunya dgn program MBG kalau tidak mau berarti memang programnya tidak layak kami juga ingin orang di kabinet sehat dengan menjalankan program MGB,mulai kabinet dulu coba kalian makan tiap hari menu sama tentu kalau mau arti memang program layak orang kabinet sehat jalan mgb,"['mulai', 'kabinet', 'dulu', 'coba', 'kalian', 'makan', 'tiap', 'hari', 'menu', 'sama', 'tentu', 'kalau', 'mau', 'arti', 'memang', 'program', 'layak', 'orang', 'kabinet', 'sehat', 'jalan', 'mgb']",7,4,16.0,POSITIVE
Makan bergizi gratis itu menunya berbeda² bergantung pengelola. Jika ada kritik terhadap menu yang tidak layak ya harus diterima bukan malah dituduh sebagai pembenci dan dihubung²kan dengan pilpres. Kecuali jika gambar dan video nya terbukti Hoax. Jangan cuma dibantah kalo,makan menu beda gantung kelola kritik menu layak terima bukan malah tuduh benci hubung pilpres gambar video bukti hoax jangan cuma ban kalo,"['makan', 'menu', 'beda', 'gantung', 'kelola', 'kritik', 'menu', 'layak', 'terima', 'bukan', 'malah', 'tuduh', 'benci', 'hubung', 'pilpres', 'gambar', 'video', 'bukti', 'hoax', 'jangan', 'cuma', 'ban', 'kalo']",5,7,-13.0,NEGATIVE
Ajaran Islam &gt;&gt; Berilah makanan sebagaimana yang biasa kita makan. Apabila sekiranya TIDAK LAYAK JANGAN DIBERIKAN PADA ORANG LAIN ️ Turunkan harga bahan pangan yg kian melonjak!! Agar ibu mereka bisa memasak menu makan siang yg lebih layak drpd menu Program Makan Bergizi Gratis https://t.co/KGsR4VHqDx,ajar islam gtgt ilah makan bagaimana biasa makan apabila sekira layak jangan beri orang turun harga bahan pangan kian lonjak ibu masak menu makan lebih layak drpd menu makan,"['ajar', 'islam', 'gtgt', 'ilah', 'makan', 'bagaimana', 'biasa', 'makan', 'apabila', 'sekira', 'layak', 'jangan', 'beri', 'orang', 'turun', 'harga', 'bahan', 'pangan', 'kian', 'lonjak', 'ibu', 'masak', 'menu', 'makan', 'lebih', 'layak', 'drpd', 'menu', 'makan']",9,4,23.0,POSITIVE
Kalau menunya memang layak bergizi dan sebanding dengan harganya kenapa tidak boleh di foto ? Pengakuan Murid Tak Boleh Sebar Foto Menu Makan Bergizi Gratis Diancam Dapat Sanksi. https://t.co/7f0y3nkDWM,kalau menu memang layak banding harga foto aku murid sebar foto menu makan ancam sanksi,"['kalau', 'menu', 'memang', 'layak', 'banding', 'harga', 'foto', 'aku', 'murid', 'sebar', 'foto', 'menu', 'makan', 'ancam', 'sanksi']",7,2,19.0,POSITIVE
Tidak ada susu dalam menu Makan Bergizi Gratis di Palembang. Hal ini diduga terjadi karena anggaran yang terbatas. Sejumlah siswa pun kecewa. #Nusantara #AdadiKompas https://t.co/4EECBHE4f7,susu menu makan palembang duga jadi anggaran batas jumlah siswa kecewa nusantara adad kompas,"['susu', 'menu', 'makan', 'palembang', 'duga', 'jadi', 'anggaran', 'batas', 'jumlah', 'siswa', 'kecewa', 'nusantara', 'adad', 'kompas']",3,3,-6.0,NEGATIVE
@bakuldimsum_ Jauhhh lebih enak inii menunya Seenggaknya layak untuk di makan daripada menu makan siang gratis yg tidak bergizi sama sekali,jauhhh lebih enak ini menu enggak layak makan menu makan sama sekali,"['jauhhh', 'lebih', 'enak', 'ini', 'menu', 'enggak', 'layak', 'makan', 'menu', 'makan', 'sama', 'sekali']",3,1,5.0,POSITIVE
makanan menteri di retreat vs makan siang gratis https://t.co/ARPKsBxIwP https://t.co/Ivdxpcoxsf https://t.co/g51N97p7Yb,makan menteri retreat vs makan,"['makan', 'menteri', 'retreat', 'vs', 'makan']",0,0,0.0,NEUTRAL
Ombudsman RI menemukan makanan yang tidak layak konsumsi seperti buah melon dalam kondisi busuk serta sayuran yang kurang segar saat meninjau pelaksanaan program Makan Bergizi Gratis (MBG) di SMPN 13 Surabaya. https://t.co/2GpvT4esoR,ombudsman ri temu makan layak konsumsi buah melon kondisi busuk sayur kurang segar tinjau laksana makan smpn surabaya,"['ombudsman', 'ri', 'temu', 'makan', 'layak', 'konsumsi', 'buah', 'melon', 'kondisi', 'busuk', 'sayur', 'kurang', 'segar', 'tinjau', 'laksana', 'makan', 'smpn', 'surabaya']",2,5,-15.0,NEGATIVE
Akhir - akhir ini banyak beredar kabar diduga menu makan bergizi gratis yang dibagikan di salah satu sekolah yang tidak layak konsumsi namun setelah dikonfirmasi bukan menu dari program makan bergizi gratis. Lanjutkan MBG Path Jumat The Raid UTBK #BangunIndonesiaSehat2045 https://t.co/iC1MygOf39,akhir akhir banyak edar kabar duga menu makan bagi salah satu sekolah layak konsumsi konfirmasi bukan menu makan lanjut path jumat the raid utbk bangun indonesia sehat,"['akhir', 'akhir', 'banyak', 'edar', 'kabar', 'duga', 'menu', 'makan', 'bagi', 'salah', 'satu', 'sekolah', 'layak', 'konsumsi', 'konfirmasi', 'bukan', 'menu', 'makan', 'lanjut', 'path', 'jumat', 'the', 'raid', 'utbk', 'bangun', 'indonesia', 'sehat']",7,5,11.0,POSITIVE
sering salah kaprah di indonesia. bahwa kebijakan publik itu boleh try n error. MBG misalnya... makan bergizi yang makan anggaran negara sangat besar. ada yang keracunan. ada yang ayamnya masih mentah. ada yang menu nya tidak layak makan.,sering salah kaprah indonesia kebijakan publik try error misal makan makan anggaran negara sangat besar keracunan ayam mentah menu layak makan,"['sering', 'salah', 'kaprah', 'indonesia', 'kebijakan', 'publik', 'try', 'error', 'misal', 'makan', 'makan', 'anggaran', 'negara', 'sangat', 'besar', 'keracunan', 'ayam', 'mentah', 'menu', 'layak', 'makan']",4,2,7.0,POSITIVE
Program Makanan Bergizi Gratis di Tasikmalaya menuai kritik setelah menu tutug oncom dianggap tidak layak. Bupati akan evaluasi dengan melibatkan ahli gizi. Via @detikjabar_ https://t.co/PEKNwwPWTg,makan tasikmalaya tuai kritik menu tutug oncom anggap layak bupati evaluasi libat ahli via,"['makan', 'tasikmalaya', 'tuai', 'kritik', 'menu', 'tutug', 'oncom', 'anggap', 'layak', 'bupati', 'evaluasi', 'libat', 'ahli', 'via']",4,1,9.0,POSITIVE
Begini seharusnya #mbg jika tidak dicampuri iblis SPPG Tulungagung rutin membagikan daftar menu mingguan Makan Bergizi Gratis (MBG). Daftar itu menarik perhatian karena menu yang disajikan selalu bervariasi dan layak makan. #bgn #IndonesiaMaju #IndonesiaEmas2045 jalan terus https://t.co/55KFTK195M,begini campur iblis sppg tulungagung rutin bagi daftar menu minggu makan daftar tarik perhati menu saji selalu variasi layak makan bgn indonesia maju indonesia emas jalan terus,"['begini', 'campur', 'iblis', 'sppg', 'tulungagung', 'rutin', 'bagi', 'daftar', 'menu', 'minggu', 'makan', 'daftar', 'tarik', 'perhati', 'menu', 'saji', 'selalu', 'variasi', 'layak', 'makan', 'bgn', 'indonesia', 'maju', 'indonesia', 'emas', 'jalan', 'terus']",7,4,14.0,POSITIVE
Makanan siap saji yang berasal dari Kemensos RI untuk para sukarelawan penanganan keracunan massal program Makan Bergizi Gratis (MBG) di Kecamatan Cipongkor Kabupaten Bandung Barat (KBB) tidak layak konsumsi. Pasalnya makanan siap saji dengan menu Gulai Ikan dari Kemensos itu https://t.co/igV9uyPwEM,makan siap saji asal kemensos ri sukarelawan tangan keracunan massal makan camat cipongkor kabupaten bandung barat kbb layak konsumsi pasal makan siap saji menu gulai ikan kemensos,"['makan', 'siap', 'saji', 'asal', 'kemensos', 'ri', 'sukarelawan', 'tangan', 'keracunan', 'massal', 'makan', 'camat', 'cipongkor', 'kabupaten', 'bandung', 'barat', 'kbb', 'layak', 'konsumsi', 'pasal', 'makan', 'siap', 'saji', 'menu', 'gulai', 'ikan', 'kemensos']",5,3,7.0,POSITIVE
jika MBG diklaim bergizi dan layak dimakan kenapa konsumsi rapat pejabat tidak pakai menu MBG saja snack aja mereka minta 50rb tapi rakyatnya dikasih makanan basi padahal sama2 pake duit rakyat https://t.co/jg9vLhj1YE,klaim layak makan konsumsi rapat jabat pakai menu snack minta rb rakyat kasih makan basi padahal sama pake duit rakyat,"['klaim', 'layak', 'makan', 'konsumsi', 'rapat', 'jabat', 'pakai', 'menu', 'snack', 'minta', 'rb', 'rakyat', 'kasih', 'makan', 'basi', 'padahal', 'sama', 'pake', 'duit', 'rakyat']",4,5,-7.0,NEGATIVE
Siswa di Kabupaten Bireun Aceh menulis surat berisi keluhan mengenai menu tidak layak konsumsi dalam makan bergizi gratis (MBG). Dalam surat tersebut makanan yang disajikan sudah berbau tidak sedap. @prabowo https://t.co/bCWQVrBBgo https://t.co/e5bmlPtz2N,siswa kabupaten bireun aceh tulis surat isi keluh kena menu layak konsumsi makan surat sebut makan saji bau sedap,"['siswa', 'kabupaten', 'bireun', 'aceh', 'tulis', 'surat', 'isi', 'keluh', 'kena', 'menu', 'layak', 'konsumsi', 'makan', 'surat', 'sebut', 'makan', 'saji', 'bau', 'sedap']",5,4,6.0,POSITIVE
Program Makan Bergizi Gratis di Kec. Cisayong Kabupaten Tasikmalaya Jawa Barat kembali menuai sorotan Kamis (18/10/25). Menu yang disajikan di salah satu sekolah dinilai tidak layak konsumsi karena hanya berisi porsi kecil dan bahan seadanya. FULL : https://t.co/Eyj2q1vByz https://t.co/Evf84UJ1P5,makan kec cisayong kabupaten tasikmalaya jawa barat tuai sorot kamis menu saji salah satu sekolah nilai layak konsumsi isi porsi kecil bahan ada full,"['makan', 'kec', 'cisayong', 'kabupaten', 'tasikmalaya', 'jawa', 'barat', 'tuai', 'sorot', 'kamis', 'menu', 'saji', 'salah', 'satu', 'sekolah', 'nilai', 'layak', 'konsumsi', 'isi', 'porsi', 'kecil', 'bahan', 'ada', 'full']",5,4,6.0,POSITIVE
Program Makan Bergizi Gratis (MBG) di Kabupaten Jombang menuai sorotan setelah ditemukan menu makanan dalam kondisi tidak layak konsumsi. Baca selengkapnya disini : https://t.co/0YakrKadrd #mbg #makanbergizigratis #Jombang BEM UI #wargajagawarga #PrabowoDiPanggungDunia,makan kabupaten jombang tuai sorot temu menu makan kondisi layak konsumsi baca lengkap sini jombang bem ui wargajagawarga prabowo panggung dunia,"['makan', 'kabupaten', 'jombang', 'tuai', 'sorot', 'temu', 'menu', 'makan', 'kondisi', 'layak', 'konsumsi', 'baca', 'lengkap', 'sini', 'jombang', 'bem', 'ui', 'wargajagawarga', 'prabowo', 'panggung', 'dunia']",3,3,3.0,POSITIVE
Gizi bukan soal kenyang. Gizi adalah soal masa depan. BGN (Badan Gizi Nasional) menegaskan: Menu MBG tidak boleh gunakan bahan pabrikan. Semua bahan harus bergizi alami dan layak konsumsi. Dengan 690 Satuan Pelayanan Pemenuhan Gizi (SPPG) yg sudah bersertifikat higienis https://t.co/zpW2dB10mg,bukan soal kenyang soal masa depan bgn badan nasional tegas menu guna bahan pabrikan semua bahan alami layak konsumsi satu layan penuh sppg sertifikat higienis,"['bukan', 'soal', 'kenyang', 'soal', 'masa', 'depan', 'bgn', 'badan', 'nasional', 'tegas', 'menu', 'guna', 'bahan', 'pabrikan', 'semua', 'bahan', 'alami', 'layak', 'konsumsi', 'satu', 'layan', 'penuh', 'sppg', 'sertifikat', 'higienis']",6,8,-1.0,NEUTRAL
Program Makan Bergizi Gratis (MBG) di Kab. Trenggalek kembali mendapat sorotan dari masyarakat. Sejumlah wali murid SDN 1 Sumbergedong Kec. Trenggalek Jawa Timur mengeluhkan menu makan siang yg beberapa kali diterima siswa dalamkondisi basi &amp; tidak layak konsumsi. Jumat 17/10 https://t.co/OEFvJF6JJG,makan kab trenggalek dapat sorot masyarakat jumlah wali murid sdn sumbergedong kec trenggalek jawa timur keluh menu makan beberapa kali terima siswa dalamkondisi basi layak konsumsi jumat,"['makan', 'kab', 'trenggalek', 'dapat', 'sorot', 'masyarakat', 'jumlah', 'wali', 'murid', 'sdn', 'sumbergedong', 'kec', 'trenggalek', 'jawa', 'timur', 'keluh', 'menu', 'makan', 'beberapa', 'kali', 'terima', 'siswa', 'dalamkondisi', 'basi', 'layak', 'konsumsi', 'jumat']",4,3,-2.0,NEGATIVE
Makan Bergizi Gratis Kecamatan Gandusari Diduga Tidak Layak 3 Hari Menu Bau dan Keras. Program Makan Bergizi Gratis (MBG) di Kabupaten Trenggalek kembali menuai kritik. https://t.co/Y8Vycw3I6a https://t.co/9XnirvmBEV,makan camat gandusari duga layak hari menu bau keras makan kabupaten trenggalek tuai kritik,"['makan', 'camat', 'gandusari', 'duga', 'layak', 'hari', 'menu', 'bau', 'keras', 'makan', 'kabupaten', 'trenggalek', 'tuai', 'kritik']",2,3,-5.0,NEGATIVE
Sebanyak 426 siswa SMA Negeri 1 Yogyakarta dilaporkan mengalami gejala sakit perut dan diare pada Kamis (16/10) dini hari. Dugaan sementara insiden ini dipicu oleh konsumsi menu ayam yang sudah tidak layak saji dari program Makan Bergizi Gratis (MBG) yang dibagikan sehari https://t.co/QQDUZmnjij,banyak siswa sma negeri yogyakarta lapor alami gejala sakit perut diare kamis dini hari duga insiden picu konsumsi menu ayam layak saji makan bagi hari,"['banyak', 'siswa', 'sma', 'negeri', 'yogyakarta', 'lapor', 'alami', 'gejala', 'sakit', 'perut', 'diare', 'kamis', 'dini', 'hari', 'duga', 'insiden', 'picu', 'konsumsi', 'menu', 'ayam', 'layak', 'saji', 'makan', 'bagi', 'hari']",6,6,-9.0,NEGATIVE
17 siswa SMPN 1 Kendal mengalami gejala keracunan setelah menyantap Makan Bergizi Gratis (MBG). Berdasarkan hasil pemeriksaan penyebab keracunan itu dari menu sayur pakcoi yang dinilai sudah tidak layak dikonsumsi. Layak gak sih ini dipidanakan ? https://t.co/b99B69jEWe,siswa smpn kendal alami gejala keracunan santap makan dasar hasil periksa sebab keracunan menu sayur pakcoi nilai layak konsumsi layak pidana,"['siswa', 'smpn', 'kendal', 'alami', 'gejala', 'keracunan', 'santap', 'makan', 'dasar', 'hasil', 'periksa', 'sebab', 'keracunan', 'menu', 'sayur', 'pakcoi', 'nilai', 'layak', 'konsumsi', 'layak', 'pidana']",5,4,10.0,POSITIVE
Baru-baru ini beredar kabar mengenai dugaan adanya menu Makan Bergizi Gratis (MBG) di salah satu Satuan Pelayanan Pemenuhan Gizi (SPPG) di Kabupaten Kudus yang dinilai tidak layak konsumsi. https://t.co/aqGIgfWyjd,baru baru edar kabar kena duga ada menu makan salah satu satu layan penuh sppg kabupaten kudus nilai layak konsumsi,"['baru', 'baru', 'edar', 'kabar', 'kena', 'duga', 'ada', 'menu', 'makan', 'salah', 'satu', 'satu', 'layan', 'penuh', 'sppg', 'kabupaten', 'kudus', 'nilai', 'layak', 'konsumsi']",7,5,12.0,POSITIVE
@barengwarga Aneh! Sasar seluruh sekolah tp saat sekolah TK &amp; PAUD datang MBG pagi murid yang sudah sarapan juga kenyang tidak berhak bawa pulang daripada mubazir mending tidak udah masuk TK &amp; PAUD aja lagian menunya tidak bergizi menurut kita dg porsi minimalis,aneh sasar seluruh sekolah sekolah tk paud datang pagi murid sarap kenyang hak bawa pulang mubazir mending masuk tk paud lagi menu dg porsi minimal,"['aneh', 'sasar', 'seluruh', 'sekolah', 'sekolah', 'tk', 'paud', 'datang', 'pagi', 'murid', 'sarap', 'kenyang', 'hak', 'bawa', 'pulang', 'mubazir', 'mending', 'masuk', 'tk', 'paud', 'lagi', 'menu', 'dg', 'porsi', 'minimal']",6,9,-13.0,NEGATIVE
@sharpandshark 11-12 sama program makan bergizi itu (ga gratis krn duitnya dr pajak rakyat).. niatnya emang mgkn buat ngehentiin mafia oplosan/penjual nakal yg suka mark up harga cm balik lagi eksekusinya kenapa rakyat yg selalu ditumbalin... ,sama makan duit pajak rakyat niat emang mgkn buat ngehentiin mafia oplos jual nakal suka mark up harga cm balik eksekusi rakyat selalu ditumbalin,"['sama', 'makan', 'duit', 'pajak', 'rakyat', 'niat', 'emang', 'mgkn', 'buat', 'ngehentiin', 'mafia', 'oplos', 'jual', 'nakal', 'suka', 'mark', 'up', 'harga', 'cm', 'balik', 'eksekusi', 'rakyat', 'selalu', 'ditumbalin']",5,5,-6.0,NEGATIVE
@prabowo @SebLecornu Di Muba makan bergizi blum berjalan pak... Tlong di basmi Judol narkoba dan korupt... Bgaimana teknisnya biar pembangunan tidak di mark up... Baik tingkat kab dan prop... Kmudian dorongan/dkungan pmerintah trhadp pndapatan masyarakat yg mnjanjikn masa dpnnya...,muba makan blum jalan pak tlong basmi judol narkoba korupt bgaimana teknis biar bangun mark up baik tingkat kab prop kmudian dorong dkungan pmerintah trhadp pndapatan masyarakat mnjanjikn masa dpnnya,"['muba', 'makan', 'blum', 'jalan', 'pak', 'tlong', 'basmi', 'judol', 'narkoba', 'korupt', 'bgaimana', 'teknis', 'biar', 'bangun', 'mark', 'up', 'baik', 'tingkat', 'kab', 'prop', 'kmudian', 'dorong', 'dkungan', 'pmerintah', 'trhadp', 'pndapatan', 'masyarakat', 'mnjanjikn', 'masa', 'dpnnya']",2,4,-9.0,NEGATIVE
Pak udahan aja ya program makan bergizi gratisnya mending dibuat regulasi gimana caranya ni harga Sembako sewajarnya.selera kami beda beda masak iya dipaksa makan tumisan kacang panjang layu gitu mending saya makan di warteg lebih enak. ini cuman jadi Objek Bancakan Mark Up aja,pak udahan makan gratis mending buat regulasi gimana cara ni harga sembako sewajarnyaselera beda beda masak iya paksa makan tumis kacang panjang layu gitu mending makan warteg lebih enak cuman jadi objek bancak mark up,"['pak', 'udahan', 'makan', 'gratis', 'mending', 'buat', 'regulasi', 'gimana', 'cara', 'ni', 'harga', 'sembako', 'sewajarnyaselera', 'beda', 'beda', 'masak', 'iya', 'paksa', 'makan', 'tumis', 'kacang', 'panjang', 'layu', 'gitu', 'mending', 'makan', 'warteg', 'lebih', 'enak', 'cuman', 'jadi', 'objek', 'bancak', 'mark', 'up']",6,9,-12.0,NEGATIVE
Maaf coba tanya deh sama perusahaan katering yg biasa dipake kantor atau instansi pemerintah/BUMN Billing yg kami buat ada 2: asli dn Mark up jadi sy siii ga heran Mohon Jan suka kagetan gitu pak....B ajah Cuma masalahnya kan MBG dipatok 10k hrs makanan bergizi klo dipotong Yo https://t.co/rFm3FSHIET,maaf coba tanya sama usaha katering biasa dipake kantor instansi pemerintah bumn billing buat asli dn mark up jadi sy siii heran mohon jan suka kaget gitu pakb ajah cuma masalah kan patok makan klo potong yo,"['maaf', 'coba', 'tanya', 'sama', 'usaha', 'katering', 'biasa', 'dipake', 'kantor', 'instansi', 'pemerintah', 'bumn', 'billing', 'buat', 'asli', 'dn', 'mark', 'up', 'jadi', 'sy', 'siii', 'heran', 'mohon', 'jan', 'suka', 'kaget', 'gitu', 'pakb', 'ajah', 'cuma', 'masalah', 'kan', 'patok', 'makan', 'klo', 'potong', 'yo']",13,4,27.0,POSITIVE
